"","short.id","IGSN","Location","Site","Position","id","year","month","top_depth_cm","bottom_depth_cm","ppm_C","eoc_dry_mass","c_per_g_soil","eoc_method","ppm_C_sd","eoc_dry_mass_sd","c_per_g_soil_sd"
"182","R8-016","IECZM004L","R8","H","R","R8-H-R",2021,11,150,160,11.46,4.42,0.0518552035,"hot water",2.02232539419353,0,0.00915079401323538
"183","R8-017","IECZM004N","R8","H","R","R8-H-R",2021,11,170,180,7.16,4.32,0.0331481485,"hot water",2.02232539419353,0,0.00936261774903475
"184","R8-018","IECZM004C","R8","H","R","R8-H-R",2021,11,70,80,4.29,4.22,0.0203317535,"hot water",2.07889393668845,0,0.00985257769457316
"185","R8-019","IECZM0041","R8","H","M","R8-H-M",2021,11,110,120,6.09,4.76,0.025588235,"hot water",2.70114790413261,0,0.0113493608228922
"186","R8-020","IECZM004Z","R8","P","M","R8-P-M",2021,11,90,95,11.55,4.55,0.050769231,"hot water",0.975807358037436,0,0.00428926306563004
"187","R8-021","IECZM004K","R8","H","R","R8-H-R",2021,11,140,150,6.865,4.42,0.031063348,"hot water",1.88797510576808,0,0.00854287380735265
"188","R8-022","IECZM0042","R8","H","M","R8-H-M",2021,11,120,130,7.015,4.71,0.0297876855,"hot water",1.81726442764943,0,0.00771662165485652
"189","R8-023","IECZM004A","R8","H","R","R8-H-R",2021,11,50,60,16.17,4,0.08085,"hot water",2.58801081914276,0,0.0129400540957138
"190","R8-024","IECZM0040","R8","H","M","R8-H-M",2021,11,100,110,11.325,4.7,0.0481914895,"hot water",3.66988419435818,0,0.0156165289229305
"191","R8-025","IECZM004M","R8","H","R","R8-H-R",2021,11,160,170,8.295,4.41,0.0376190475,"hot water",3.7688791437243,0,0.0170924219956129
"192","R8-026","IECZM003Y","R8","H","M","R8-H-M",2021,11,80,90,24.715,4.61,0.1072234275,"hot water",4.26385389055488,0,0.0184982817984731
"193","R8-027","IECZM0046","R8","H","R","R8-H-R",2021,11,13,20,21.545,4.26,0.1011502345,"hot water",0.459619407771257,0,0.00215783745906046
"194","R8-028","IECZM0048","R8","H","R","R8-H-R",2021,11,30,40,16.335,4,0.081675,"hot water",3.64159992311072,0,0.0182079996155536
"195","R8-029","IECZM004B","R8","H","R","R8-H-R",2021,11,60,70,6.915,4.13,0.0334866825,"hot water",2.22738636073763,0,0.0107863744245267
"196","R8-030","IECZM0049","R8","H","R","R8-H-R",2021,11,40,50,9.37,3.98,0.047085427,"hot water",1.5980613254816,0,0.00803045897887088
"197","R8-031","IECZM0047","R8","H","R","R8-H-R",2021,11,20,30,17.525,3.98,0.0880653265,"hot water",2.43951839509359,0,0.0122588861125815
"198","R8-032","IECZM005L","R8","P","R","R8-P-R",2021,11,190,200,4.86,4.67,0.0208137045,"hot water",2.47487373415292,0,0.010599030725492
"199","R8-033","IECZM0050","R8","P","R","R8-P-R",2021,11,0,10,35.17,4.03,0.174540943,"hot water",11.4834141264695,0,0.0569896486247509
"200","R8-034","IECZM0056","R8","P","R","R8-P-R",2021,11,50,60,12.12,4.13,0.058692494,"hot water",NA,NA,NA
"201","R8-035","IECZM005C","R8","P","R","R8-P-R",2021,11,110,120,4.84,4.6,0.021043478,"hot water",NA,NA,NA
"202","R8-036","IECZM0054","R8","P","R","R8-P-R",2021,11,30,40,0,3.99,0,"hot water",NA,NA,NA
"203","R8-037","IECZM005A","R8","P","R","R8-P-R",2021,11,90,100,5.11,4.4,0.023227273,"hot water",NA,NA,NA
"204","R8-038","IECZM0055","R8","P","R","R8-P-R",2021,11,40,50,11.26,3.97,0.056725441,"hot water",NA,NA,NA
"205","R8-039","IECZM0051","R8","P","R","R8-P-R",2021,11,10,15,41.15,4.24,0.194103774,"hot water",NA,NA,NA
"206","R8-040","IECZM0059","R8","P","R","R8-P-R",2021,11,80,90,7.72,4.23,0.036501182,"hot water",NA,NA,NA
"207","R8-041","IECZM0052","R8","P","R","R8-P-R",2021,11,15,20,30.79,4.08,0.150931373,"hot water",NA,NA,NA
"208","R8-042","IECZM005D","R8","P","R","R8-P-R",2021,11,120,130,3.36,4.33,0.01551963,"hot water",NA,NA,NA
"209","R8-043","IECZM0058","R8","P","R","R8-P-R",2021,11,70,80,13.92,4.12,0.067572816,"hot water",NA,NA,NA
"210","R8-044","IECZM005H","R8","P","R","R8-P-R",2021,11,150,160,8.49,4.35,0.039034483,"hot water",NA,NA,NA
"211","R8-045","IECZM005G","R8","P","R","R8-P-R",2021,11,140,150,2.77,4.18,0.013253589,"hot water",NA,NA,NA
"212","R8-046","IECZM0057","R8","P","R","R8-P-R",2021,11,60,70,8.89,4.13,0.043050847,"hot water",NA,NA,NA
"213","R8-047","IECZM005B","R8","P","R","R8-P-R",2021,11,100,110,7.01,0.44,0.318636364,"hot water",NA,NA,NA
"214","R8-048","IECZM005I","R8","P","R","R8-P-R",2021,11,160,170,4.45,4.06,0.021921182,"hot water",NA,NA,NA
"215","R8-049","IECZM005J","R8","P","R","R8-P-R",2021,11,170,180,4.71,4.28,0.022009346,"hot water",NA,NA,NA
"216","R8-050","IECZM0053","R8","P","R","R8-P-R",2021,11,20,30,27.33,3.96,0.138030303,"hot water",NA,NA,NA
"217","R8-051","IECZM005D","R8","P","R","R8-P-R",2021,11,120,125,7.8,4.41,0.03537415,"hot water",NA,NA,NA
"218","R8-052","IECZM005K","R8","P","R","R8-P-R",2021,11,180,190,2.87,4.52,0.012699115,"hot water",NA,NA,NA
"219","R8-053","IECZM005F","R8","P","R","R8-P-R",2021,11,130,140,5.43,4.17,0.026043165,"hot water",NA,NA,NA
"220","R8-054","IECZM004T","R8","P","M","R8-P-M",2021,11,30,40,25.56,4.29,0.119160839,"hot water",NA,NA,NA
"221","R8-055","IECZM004S","R8","P","M","R8-P-M",2021,11,20,30,23.095,4.2,0.1099761905,"hot water",2.51022907321224,0,0.0119534711374379
"222","R8-056","IECZM004Q","R8","P","M","R8-P-M",2021,11,0,10,49.905,4.32,0.2310416665,"hot water",0.586898628384833,0,0.00271712356763996
"223","R8-057","IECZM003W","R8","H","M","R8-H-M",2021,11,63,70,22.9,4.57,0.1002188185,"hot water",1.28693434175952,0,0.00563209773397626
"224","R8-058","IECZM003X","R8","H","M","R8-H-M",2021,11,70,80,39.955,4.59,0.1740958605,"hot water",1.30814754519511,0,0.00569998988446511
"225","R8-059","IECZM003P","R8","H","M","R8-H-M",2021,11,10,20,26.345,4.5,0.117088889,"hot water",0.275771644662754,0,0.00122565222546121
"226","R8-060","IECZM003R","R8","H","M","R8-H-M",2021,11,24,30,27.55,4.37,0.1260869565,"hot water",2.40416305603426,0,0.0110030347707094
"227","R8-061","IECZM003O","R8","H","M","R8-H-M",2021,11,0,10,29.28,4.69,0.1248614075,"hot water",0.0989949493661171,0,0.000422153354970091
"228","R8-062","IECZM003T","R8","H","M","R8-H-M",2021,11,40,51,10.07,4.42,0.045565611,"hot water",NA,NA,NA
"229","R8-063","IECZM003S","R8","H","M","R8-H-M",2021,11,30,40,18.325,4.51,0.081263858,"hot water",1.74655374953077,0,0.00774524887289285
"230","R8-064","IECZM003V","R8","H","M","R8-H-M",2021,11,60,63,22.095,4.62,0.0956493505,"hot water",0.403050865276332,0,0.00174480931710159
"231","R8-065","IECZM003O","R8","H","M","R8-H-M",2021,11,0,10,30.05,4.65,0.1292473115,"hot water",0.43840620433566,0,0.00188561831886638
"232","R8-066","IECZM003P","R8","H","M","R8-H-M",2021,11,10,13,17.895,4.65,0.0769677415,"hot water",0.459619407771255,0,0.00197685772105645
"233","R8-067","IECZM004X","R8","P","M","R8-P-M",2021,11,70,80,10.5,4.66,0.045064378,"hot water",0.183847763108503,0,0.000789046314990444
"234","R8-068","IECZM004W","R8","P","M","R8-P-M",2021,11,60,70,17.045,4.59,0.0742701525,"hot water",0.94045201897811,0,0.00409783016807976
"235","R8-069","IECZM004V","R8","P","M","R8-P-M",2021,11,50,60,20.76,4.47,0.092885906,"hot water",NA,NA,NA
"236","R8-070","IECZM004U","R8","P","M","R8-P-M",2021,11,40,50,15.94,4.25,0.0750117645,"hot water",4.99217387517702,0,0.0234925826508479
"237","RC-001","IECZM0006","RC","SWB","M","RC-SWB-M",2021,9,0,10,28.25,4.55,0.124175824,"hot water",NA,NA,NA
"238","RC-002","IECZM000T","RC","NL","M","RC-NL-M",2021,10,168,180,14.93,4.29,0.06960373,"hot water",NA,NA,NA
"239","RC-003","IECZM0009","RC","SWB","R","RC-SWB-R",2021,9,10,18,10.95,4.65,0.047096774,"hot water",NA,NA,NA
"240","RC-004","IECZM000S","RC","NL","M","RC-NL-M",2021,10,160,180,12.51,4.14,0.060434783,"hot water",NA,NA,NA
"241","RC-005","IECZM0008","RC","SWB","R","RC-SWB-R",2021,9,0,10,11.73,4.53,0.051788079,"hot water",NA,NA,NA
"242","RC-006","IECZM0007","RC","SWB","M","RC-SWB-M",2021,9,10,18,11.6,4.34,0.053456221,"hot water",NA,NA,NA
"243","RC-007","IECZM000H","RC","NL","M","RC-NL-M",2021,10,60,70,23.26,4.16,0.111826923,"hot water",NA,NA,NA
"244","RC-008","IECZM000K","RC","NL","M","RC-NL-M",2021,10,90,100,25.39,4.11,0.123552311,"hot water",NA,NA,NA
"245","RC-009","IECZM000L","RC","NL","M","RC-NL-M",2021,10,100,110,26.77,4.1,0.130585366,"hot water",NA,NA,NA
"246","RC-010","IECZM000N","RC","NL","M","RC-NL-M",2021,10,120,125,30.47,4.03,0.151215881,"hot water",NA,NA,NA
"247","RC-011","IECZM000O","RC","NL","M","RC-NL-M",2021,10,125,130,30.1,4,0.1505,"hot water",NA,NA,NA
"248","RC-012","IECZM000P","RC","NL","M","RC-NL-M",2021,10,130,140,28.81,4.04,0.142623762,"hot water",NA,NA,NA
"249","RC-013","IECZM000Q","RC","NL","M","RC-NL-M",2021,10,140,150,25.2,4.06,0.124137931,"hot water",NA,NA,NA
"250","RC-014","IECZM000R","RC","NL","M","RC-NL-M",2021,10,150,160,20.48,4.15,0.098698795,"hot water",NA,NA,NA
"251","RC-015","IECZM000S","RC","NL","M","RC-NL-M",2021,10,160,168,15.67,4.22,0.074265403,"hot water",NA,NA,NA
"252","RC-016","IECZM000T","RC","NL","M","RC-NL-M",2021,10,168,180,38.38,2.17,0.353732719,"hot water",NA,NA,NA
"253","RC-017","IECZM000A","RC","NL","M","RC-NL-M",2021,10,0,5,71.17,3.6,0.395388889,"hot water",NA,NA,NA
"254","RC-018","IECZM000B","RC","NL","M","RC-NL-M",2021,10,5,10,34.63,3.74,0.185187166,"hot water",NA,NA,NA
"255","RC-019","IECZM000C","RC","NL","M","RC-NL-M",2021,10,10,20,24.46,3.89,0.125758355,"hot water",NA,NA,NA
"256","RC-020","IECZM000D","RC","NL","M","RC-NL-M",2021,10,20,30,27.88,3.87,0.144082687,"hot water",NA,NA,NA
"257","RC-021","IECZM000E","RC","NL","M","RC-NL-M",2021,10,30,40,25.85,4.34,0.119124424,"hot water",NA,NA,NA
"258","RC-022","IECZM000F","RC","NL","M","RC-NL-M",2021,10,40,50,27.61,4.2,0.13147619,"hot water",NA,NA,NA
"259","RC-023","IECZM000G","RC","NL","M","RC-NL-M",2021,10,50,60,29.92,4.2,0.14247619,"hot water",NA,NA,NA
"260","RC-024","IECZM000I","RC","NL","M","RC-NL-M",2021,10,70,80,24.09,4.14,0.116376812,"hot water",NA,NA,NA
"261","RC-025","IECZM000J","RC","NL","M","RC-NL-M",2021,10,80,90,24.65,4.08,0.120833333,"hot water",NA,NA,NA
"262","RC-026","IECZM000M","RC","NL","M","RC-NL-M",2021,10,110,120,32.23,4.07,0.158378378,"hot water",NA,NA,NA
"263","RC-027","IECZM000T","RC","NL","M","RC-NL-M",2021,10,168,180,17.06,4.15,0.082216867,"hot water",NA,NA,NA
"264","RC-028","IECZM000W","RC","NL","T","RC-NL-T",2021,10,0,10,39.44,3.71,0.212614555,"hot water",NA,NA,NA
"265","RC-029","IECZM000X","RC","NL","T","RC-NL-T",2021,10,10,20,25.48,4.08,0.124901961,"hot water",NA,NA,NA
"266","RC-030","IECZM000Y","RC","NL","T","RC-NL-T",2021,10,20,30,31.58,4.54,0.139118943,"hot water",NA,NA,NA
"267","RC-031","IECZM000Z","RC","NL","T","RC-NL-T",2021,10,30,40,28.81,4.53,0.127196468,"hot water",NA,NA,NA
"268","RC-032","IECZM0010","RC","NL","T","RC-NL-T",2021,10,40,50,31.03,4.49,0.138218263,"hot water",NA,NA,NA
"269","RC-033","IECZM0011","RC","NL","T","RC-NL-T",2021,10,50,60,23.26,4.49,0.103608018,"hot water",NA,NA,NA
"270","RC-034","IECZM0012","RC","NL","T","RC-NL-T",2021,10,60,70,27.08,4.55,0.119032967,"hot water",NA,NA,NA
"271","RC-035","IECZM0013","RC","NL","T","RC-NL-T",2021,10,70,80,22.15,4.51,0.098226164,"hot water",NA,NA,NA
"272","RC-036","IECZM0014","RC","NL","T","RC-NL-T",2021,10,80,90,20.39,4.48,0.091026786,"hot water",NA,NA,NA
"273","RC-037","IECZM0015","RC","NL","T","RC-NL-T",2021,10,90,100,20.21,4.5,0.089822222,"hot water",NA,NA,NA
"274","RC-038","IECZM0016","RC","NL","T","RC-NL-T",2021,10,100,110,23.44,4.47,0.104876957,"hot water",NA,NA,NA
"275","RC-039","IECZM0017","RC","NL","T","RC-NL-T",2021,10,110,120,33.62,4.39,0.153166287,"hot water",NA,NA,NA
"276","RC-041","IECZM001M","RC","SWL","T","RC-SWL-T",2021,10,50,60,17.34,4.29,0.080839161,"hot water",NA,NA,NA
"277","RC-044","IECZM001Q","RC","SWL","T","RC-SWL-T",2021,10,90,100,17.99,4.43,0.081218962,"hot water",NA,NA,NA
"278","RC-045","IECZM001R","RC","SWL","T","RC-SWL-T",2021,10,100,110,17.34,4.43,0.078284424,"hot water",NA,NA,NA
"279","RC-046","IECZM001S","RC","SWL","T","RC-SWL-T",2021,10,110,120,16.69,4.31,0.077447796,"hot water",NA,NA,NA
"280","RC-047","IECZM001T","RC","SWL","T","RC-SWL-T",2021,10,120,130,12.71,4.34,0.058571429,"hot water",NA,NA,NA
"281","RC-048","IECZM001U","RC","SWL","T","RC-SWL-T",2021,10,130,140,11.51,4.4,0.052318182,"hot water",NA,NA,NA
"282","RC-049","IECZM001V","RC","SWL","T","RC-SWL-T",2021,10,140,150,10.8,4.43,0.048758465,"hot water",NA,NA,NA
"283","RC-050","IECZM001X","RC","SWL","T","RC-SWL-T",2021,10,160,170,10.77,4.35,0.049517241,"hot water",NA,NA,NA
"284","RC-051","IECZM001Z","RC","SWL","T","RC-SWL-T",2021,10,180,190,9.94,2.15,0.092465116,"hot water",NA,NA,NA
"285","RC-052","IECZM001G","RC","SWL","T","RC-SWL-T",2021,10,0,10,38.43,3.85,0.199636364,"hot water",NA,NA,NA
"286","RC-053","IECZM001H","RC","SWL","T","RC-SWL-T",2021,10,10,20,27.7,3.88,0.142783505,"hot water",NA,NA,NA
"287","RC-054","IECZM001I","RC","SWL","T","RC-SWL-T",2021,10,20,25,27.24,4.2,0.129714286,"hot water",NA,NA,NA
"288","RC-055","IECZM001I","RC","SWL","T","RC-SWL-T",2021,10,20,30,29.92,4.33,0.138198614,"hot water",NA,NA,NA
"289","RC-056","IECZM001K","RC","SWL","T","RC-SWL-T",2021,10,30,40,22.43,4.44,0.101036036,"hot water",NA,NA,NA
"290","RC-057","IECZM001L","RC","SWL","T","RC-SWL-T",2021,10,40,50,17.43,4.34,0.080322581,"hot water",NA,NA,NA
"291","RC-058","IECZM001O","RC","SWL","T","RC-SWL-T",2021,10,70,80,16.97,4.45,0.076269663,"hot water",NA,NA,NA
"292","RC-059","IECZM001W","RC","SWL","T","RC-SWL-T",2021,10,150,160,7.91,4.39,0.036036446,"hot water",NA,NA,NA
"293","RC-060","IECZM001Y","RC","SWL","T","RC-SWL-T",2021,10,170,180,12.9,4.25,0.060705882,"hot water",NA,NA,NA
"294","RC-061","IECZM001V","RC","SWL","T","RC-SWL-T",2021,10,140,145,12.9,4.17,0.061870504,"hot water",NA,NA,NA
"295","RC-062","IECZM0009","RC","SWB","R","RC-SWB-R",2021,9,10,18,15.44,4.73,0.065285412,"hot water",NA,NA,NA
"296","RC-063","IECZM0019","RC","NL","T","RC-NL-T",2021,10,130,140,23.05,4.52,0.10199115,"hot water",NA,NA,NA
"297","RC-064","IECZM001A","RC","NL","T","RC-NL-T",2021,10,140,150,13.39,4.52,0.059247788,"hot water",NA,NA,NA
"298","RC-065","IECZM001B","RC","NL","T","RC-NL-T",2021,10,150,160,16.42,4.5,0.072977778,"hot water",NA,NA,NA
"299","RC-066","IECZM001C","RC","NL","T","RC-NL-T",2021,10,160,170,10.76,4.56,0.047192982,"hot water",NA,NA,NA
"300","RC-067","IECZM001B","RC","NL","T","RC-NL-T",2021,10,150,160,12.22,4.47,0.054675615,"hot water",NA,NA,NA
"301","RC-068","IECZM001E","RC","NL","T","RC-NL-T",2021,10,180,190,6.66,4.69,0.028400853,"hot water",NA,NA,NA
"302","RC-069","IECZM001F","RC","NL","T","RC-NL-T",2021,10,190,200,10.56,4.58,0.046113537,"hot water",NA,NA,NA
"303","RC-070","IECZM009H","RC","SWB","R","RC-SWB-R",2022,6,0,10,9.21,4.55,0.040483516,"hot water",NA,NA,NA
"304","RC-071","IECZM009I","RC","SWB","R","RC-SWB-R",2022,6,10,20,9.31,4.56,0.040833333,"hot water",NA,NA,NA
"305","RC-072","IECZM009J","RC","SWB","M","RC-SWB-M",2022,6,0,10,7.57,4.35,0.034804598,"hot water",NA,NA,NA
"306","RC-073","IECZM009K","RC","SWB","M","RC-SWB-M",2022,6,10,20,6.99,4.37,0.031990847,"hot water",NA,NA,NA
"307","RC-074","IECZM009L","RC","SWB","T","RC-SWB-T",2022,6,0,10,7.37,4.3,0.03427907,"hot water",NA,NA,NA
"308","RC-075","IECZM009M","RC","SWB","T","RC-SWB-T",2022,6,10,20,5.63,4.26,0.026431925,"hot water",NA,NA,NA
"309","RC-076","IECZM009N","RC","NB","R","RC-NB-R",2022,6,0,10,4.28,4.48,0.019107143,"hot water",NA,NA,NA
"310","RC-077","IECZM009P","RC","NB","T","RC-NB-T",2022,6,10,20,7.37,4.22,0.03492891,"hot water",NA,NA,NA
"311","RC-078","IECZM009O","RC","NB","T","RC-NB-T",2022,6,0,10,6.5,4.18,0.031100478,"hot water",NA,NA,NA
"312","RC-079","IECZM00AA","RC","NL","T","RC-NL-T",2022,6,30,40,15.31,4.03,0.075980149,"hot water",NA,NA,NA
"313","RC-080","IECZM00AF","RC","NL","T","RC-NL-T",2022,6,80,90,12.6,3.97,0.063476071,"hot water",NA,NA,NA
"314","RC-081","IECZM00AD","RC","NL","T","RC-NL-T",2022,6,60,70,13.28,4.02,0.066069652,"hot water",NA,NA,NA
"315","RC-082","IECZM00A9","RC","NL","T","RC-NL-T",2022,6,20,30,11.73,3.93,0.059694656,"hot water",NA,NA,NA
"316","RC-083","IECZM00AJ","RC","NL","T","RC-NL-T",2022,6,120,130,12.02,4.02,0.059800995,"hot water",NA,NA,NA
"317","RC-084","IECZM00AM","RC","NL","T","RC-NL-T",2022,6,150,160,8.15,4.27,0.038173302,"hot water",NA,NA,NA
"318","RC-085","IECZM00AB","RC","NL","T","RC-NL-T",2022,6,40,50,10.86,3.99,0.05443609,"hot water",NA,NA,NA
"319","RC-086","IECZM00AG","RC","NL","T","RC-NL-T",2022,6,90,100,10.96,3.95,0.055493671,"hot water",NA,NA,NA
"320","RC-087","IECZM00AO","RC","NL","T","RC-NL-T",2022,6,170,180,6.5,4.41,0.029478458,"hot water",NA,NA,NA
"321","RC-088","IECZM00AN","RC","NL","T","RC-NL-T",2022,6,160,170,7.95,4.28,0.037149533,"hot water",NA,NA,NA
"322","RC-089","IECZM00AL","RC","NL","T","RC-NL-T",2022,6,140,150,10.25,4.19,0.048926014,"hot water",NA,NA,NA
"323","RC-090","IECZM00AH","RC","NL","T","RC-NL-T",2022,6,100,110,11.34,3.98,0.056984925,"hot water",NA,NA,NA
"324","RC-091","IECZM00A7","RC","NL","T","RC-NL-T",2022,6,0,10,14.93,3.88,0.076958763,"hot water",NA,NA,NA
"325","RC-092","IECZM00AI","RC","NL","T","RC-NL-T",2022,6,110,120,10.47,4.03,0.051960298,"hot water",NA,NA,NA
"326","RC-093","IECZM00AK","RC","NL","T","RC-NL-T",2022,6,130,140,11.79,4.21,0.056009501,"hot water",NA,NA,NA
"327","RC-094","IECZM00A8","RC","NL","T","RC-NL-T",2022,6,10,20,11.28,3.88,0.05814433,"hot water",NA,NA,NA
"328","RC-095","IECZM00AE","RC","NL","T","RC-NL-T",2022,6,70,80,12.12,4.14,0.058550725,"hot water",NA,NA,NA
"329","RC-096","IECZM00AP","RC","NL","T","RC-NL-T",2022,6,180,190,7.86,4.24,0.037075472,"hot water",NA,NA,NA
"330","RC-097","IECZM00AC","RC","NL","T","RC-NL-T",2022,6,50,60,13.18,3.98,0.066231156,"hot water",NA,NA,NA
"331","RC-098","IECZM009V","RC","NL","M","RC-NL-M",2022,6,50,60,16.06,3.41,0.094193548,"hot water",NA,NA,NA
"332","RC-099","IECZM009T","RC","NL","M","RC-NL-M",2022,6,30,40,16.67,3.55,0.093915493,"hot water",NA,NA,NA
"333","RC-100","IECZM009R","RC","NL","M","RC-NL-M",2022,6,10,20,16.57,3.57,0.092829132,"hot water",NA,NA,NA
"334","RC-101","IECZM00A1","RC","NL","M","RC-NL-M",2022,6,110,120,18.77,3.35,0.112059701,"hot water",NA,NA,NA
"335","RC-102","IECZM009S","RC","NL","M","RC-NL-M",2022,6,20,30,15.41,3.57,0.086330532,"hot water",NA,NA,NA
"336","RC-103","IECZM00A2","RC","NL","M","RC-NL-M",2022,6,120,130,17.83,3.25,0.109723077,"hot water",NA,NA,NA
"337","RC-104","IECZM009W","RC","NL","M","RC-NL-M",2022,6,60,70,17.54,3.33,0.105345345,"hot water",NA,NA,NA
"338","RC-105","IECZM009Q","RC","NL","M","RC-NL-M",2022,6,0,10,20.06,3.46,0.115953757,"hot water",NA,NA,NA
"339","RC-106","IECZM00A6","RC","NL","M","RC-NL-M",2022,6,160,170,14.64,3.76,0.07787234,"hot water",NA,NA,NA
"340","RC-107","IECZM009X","RC","NL","M","RC-NL-M",2022,6,70,80,18.12,3.39,0.106902655,"hot water",NA,NA,NA
"341","RC-108","IECZM009Y","RC","NL","M","RC-NL-M",2022,6,80,90,16.38,3.32,0.098674699,"hot water",NA,NA,NA
"342","RC-109","IECZM00A0","RC","NL","M","RC-NL-M",2022,6,100,110,16.57,3.34,0.099221557,"hot water",NA,NA,NA
"343","RC-110","IECZM009Z","RC","NL","M","RC-NL-M",2022,6,90,100,22.09,3.27,0.135107034,"hot water",NA,NA,NA
"344","RC-111","IECZM00A5","RC","NL","M","RC-NL-M",2022,6,150,160,17.93,3.89,0.09218509,"hot water",NA,NA,NA
"345","RC-112","IECZM009U","RC","NL","M","RC-NL-M",2022,6,40,50,18.02,3.42,0.105380117,"hot water",NA,NA,NA
"346","RC-113","IECZM00A3","RC","NL","M","RC-NL-M",2022,6,130,140,21.32,3.62,0.117790055,"hot water",NA,NA,NA
"347","RC-115","IECZM00B2","RC","SWL","T","RC-SWL-T",2022,6,120,130,16.57,3.94,0.084111675,"hot water",NA,NA,NA
"348","RC-116","IECZM00B4","RC","SWL","T","RC-SWL-T",2022,6,140,150,8.63,4.05,0.042617284,"hot water",NA,NA,NA
"349","RC-117","IECZM00AW","RC","SWL","T","RC-SWL-T",2022,6,60,70,9.12,3.62,0.05038674,"hot water",NA,NA,NA
"350","RC-118","IECZM00AQ","RC","SWL","T","RC-SWL-T",2022,6,0,10,24.12,3.62,0.133259669,"hot water",NA,NA,NA
"351","RC-119","IECZM00B6","RC","SWL","T","RC-SWL-T",2022,6,160,170,14.34,3.93,0.072977099,"hot water",NA,NA,NA
"352","RC-120","IECZM00B0","RC","SWL","T","RC-SWL-T",2022,6,100,110,12.41,3.79,0.065488127,"hot water",NA,NA,NA
"353","RC-121","IECZM00B8","RC","SWL","T","RC-SWL-T",2022,6,180,190,11.15,4.2,0.053095238,"hot water",NA,NA,NA
"354","RC-122","IECZM00AZ","RC","SWL","T","RC-SWL-T",2022,6,90,100,10.37,4.17,0.049736211,"hot water",NA,NA,NA
"355","RC-123","IECZM00AV","RC","SWL","T","RC-SWL-T",2022,6,50,60,9.6,3.89,0.049357326,"hot water",NA,NA,NA
"356","RC-124","IECZM00AU","RC","SWL","T","RC-SWL-T",2022,6,40,50,8.83,3.74,0.047219251,"hot water",NA,NA,NA
"357","RC-125","IECZM00AX","RC","SWL","T","RC-SWL-T",2022,6,70,80,14.73,3.76,0.078351064,"hot water",NA,NA,NA
"358","RC-126","IECZM00B3","RC","SWL","T","RC-SWL-T",2022,6,130,140,7.57,3.9,0.038820513,"hot water",NA,NA,NA
"359","RC-127","IECZM00B1","RC","SWL","T","RC-SWL-T",2022,6,110,120,9.31,3.88,0.047989691,"hot water",NA,NA,NA
"360","RC-128","IECZM00AS","RC","SWL","T","RC-SWL-T",2022,6,20,30,7.86,3.96,0.03969697,"hot water",NA,NA,NA
"361","RC-129","IECZM00B7","RC","SWL","T","RC-SWL-T",2022,6,170,180,11.83,3.89,0.060822622,"hot water",NA,NA,NA
"362","RC-130","IECZM00B5","RC","SWL","T","RC-SWL-T",2022,6,150,160,8.34,4.13,0.040387409,"hot water",NA,NA,NA
"363","RC-131","IECZM00AR","RC","SWL","T","RC-SWL-T",2022,6,10,20,12.99,3.88,0.066958763,"hot water",NA,NA,NA
"364","RC-132","IECZM00AY","RC","SWL","T","RC-SWL-T",2022,6,80,90,8.63,3.84,0.044947917,"hot water",NA,NA,NA
"365","RC-133","IECZM00AT","RC","SWL","T","RC-SWL-T",2022,6,30,40,7.95,3.81,0.041732283,"hot water",NA,NA,NA
"366","SN-001","IECZM008X","SN","SJER","M","SN-SJER-M",2022,3,10,20,13.49,4.96,0.054395161,"hot water",NA,NA,NA
"367","SN-002","IECZM0098","SN","SJER","M","SN-SJER-M",2022,3,100,110,5.97,4.68,0.025512821,"hot water",NA,NA,NA
"368","SN-003","IECZM009C","SN","SJER","M","SN-SJER-M",2022,3,130,135,3.45,4.83,0.014285714,"hot water",NA,NA,NA
"369","SN-004","IECZM0092","SN","SJER","M","SN-SJER-M",2022,3,50,60,4.91,4.86,0.020205761,"hot water",NA,NA,NA
"370","SN-005","IECZM008Z","SN","SJER","M","SN-SJER-M",2022,3,30,40,5.64,4.89,0.023067485,"hot water",NA,NA,NA
"371","SN-006","IECZM0097","SN","SJER","M","SN-SJER-M",2022,3,90,100,7.42,4.71,0.031507431,"hot water",NA,NA,NA
"372","SN-007","IECZM0095","SN","SJER","M","SN-SJER-M",2022,3,70,80,5.85,4.84,0.024173554,"hot water",NA,NA,NA
"373","SN-008","IECZM008P","SN","SJER","R","SN-SJER-R",2022,3,20,30,9.19,4.87,0.037741273,"hot water",NA,NA,NA
"374","SN-009","IECZM008T","SN","SJER","R","SN-SJER-R",2022,3,60,70,6.9,4.82,0.028630705,"hot water",NA,NA,NA
"375","SN-010","IECZM0090","SN","SJER","M","SN-SJER-M",2022,3,40,42,8.04,4.85,0.033154639,"hot water",NA,NA,NA
"376","SN-011","IECZM008Y","SN","SJER","M","SN-SJER-M",2022,3,20,30,7.21,4.88,0.02954918,"hot water",NA,NA,NA
"377","SN-012","IECZM0099","SN","SJER","M","SN-SJER-M",2022,3,110,120,3.04,4.74,0.012827004,"hot water",NA,NA,NA
"378","SN-013","IECZM008W","SN","SJER","M","SN-SJER-M",2022,3,0,10,13.47,4.74,0.056835443,"hot water",NA,NA,NA
"379","SN-014","IECZM009B","SN","SJER","M","SN-SJER-M",2022,3,125,130,3.25,4.71,0.013800425,"hot water",NA,NA,NA
